Disease_UMLS,Disease_CUI,Symptom,Symptom_CUI
orthostasesyndrom,C0020651,bewusstseinsstoerungen ane,C0947927
dermatomyositis,C0011633,myositis,C0027121
dermatomyositis,C0011633,fieber,C0015967
dermatomyositis,C0011633,dermatomyositis,C0011633
dermatomyositis,C0011633,dysphagie,C0011168
dermatomyositis,C0011633,myokarditis,C0027059
dermatomyositis,C0011633,alveolitis,C0549493
dermatomyositis,C0011633,lungenfibrose,C0034069
dermatomyositis,C0011633,arthritis,C0003864
dermatomyositis,C0011633,leukozytose,C0023518
dermatomyositis,C0011633,erytheme,C0041834
dermatomyositis,C0011633,livedo reticularis,C0085642
dermatomyositis,C0011633,"atrophie , muskel",C0026846
dermatomyositis,C0011633,calcinosis cutis,C0006664
sichelzellanaemie,C0002895,hypoxie,C0242184
sichelzellanaemie,C0002895,dehydratation,C0011175
sichelzellanaemie,C0002895,azidose,C0001122
sichelzellanaemie,C0002895,haemolyse,C0019054
haemochromatose,C0018995,hypogonadismus,C0020619
haemochromatose,C0018995,arthralgie,C0003862
haemochromatose,C0018995,leberzirrhose,C0023890
haemochromatose,C0018995,pseudogicht,C0033802
haemochromatose,C0018995,infertilitaet,C0021359
"enzephalopathie , hepatische",C0019151,verwirrung,C0009676
"enzephalopathie , hepatische",C0019151,schlaefrigkeit,C0013144
"enzephalopathie , hepatische",C0019151,psychomotorische verlangsamung,C0424230
"enzephalopathie , hepatische",C0019151,schlafstoerungen,C0851578
"enzephalopathie , hepatische",C0019151,apathie,C0085632
"enzephalopathie , hepatische",C0019151,flattertremor,C0232766
"enzephalopathie , hepatische",C0019151,foetor hepaticus,C0239571
"enzephalopathie , hepatische",C0019151,tremor,C0040822
"enzephalopathie , hepatische",C0019151,somnolenz,C0013144
"enzephalopathie , hepatische",C0019151,sopor,C1142109
amyloidose,C0002726,proteinurie,C0033687
amyloidose,C0002726,oedem,C0013604
amyloidose,C0002726,periphere neuropathie,C0031117
amyloidose,C0002726,hepatomegalie,C0019209
amyloidose,C0002726,makroglossie,C0009677
amyloidose,C0002726,arthralgie,C0003862
amyloidose,C0002726,alopezie,C0002170
akutes respiratorisches distress – syndrom,C0035222,hyperventilation,C0020578
akutes respiratorisches distress – syndrom,C0035222,"alkalose , respiratorische",C0002064
akutes respiratorisches distress – syndrom,C0035222,atemnot,C0013404
akutes respiratorisches distress – syndrom,C0035222,respiratorische insuffizienz,C0035229
akutes respiratorisches distress – syndrom,C0035222,hyperkapnie,C0020440
akutes respiratorisches distress – syndrom,C0035222,respiratorische azidose,C0001127
akutes respiratorisches distress – syndrom,C0035222,tachypnoe,C0231835
akutes respiratorisches distress – syndrom,C0035222,dyspnoe,C0013404
akutes respiratorisches distress – syndrom,C0035222,zyanose,C0010520
akutes respiratorisches distress – syndrom,C0035222,unruhe,C3887611
akutes respiratorisches distress – syndrom,C0035222,verwirrtheit,C0009676
hypertensive kardiomyopathie,C1144799,kopfschmerzen,C0018681
hypertensive kardiomyopathie,C1144799,schwindel,C0012833
hypertensive kardiomyopathie,C1144799,epistaxis,C0014591
hypertensive kardiomyopathie,C1144799,sehstoerungen,C0547030
hypertensive kardiomyopathie,C1144799,verwirrtheit,C0009676
hypertensive kardiomyopathie,C1144799,dyspnoe,C0013404
hypertensive kardiomyopathie,C1144799,angina pectoris,C0002962
hypertensive kardiomyopathie,C1144799,oligurie,C0028961
exsikkose,C0011175,agitiertheit,C0085631
exsikkose,C0011175,somnolenz,C0013144
exsikkose,C0011175,oligurie,C0028961
exsikkose,C0011175,hypotonie,C0020649
exsikkose,C0011175,rheologie,C0035423
primaerer hyperaldosteronismus,C1384514,hypertonie,C0020538
primaerer hyperaldosteronismus,C1384514,hypokaliaemie,C0020621
primaerer hyperaldosteronismus,C1384514,metabolische alkalose,C0220983
primaerer hyperaldosteronismus,C1384514,hypertonie,C0020538
primaerer hyperaldosteronismus,C1384514,hypokaliaemie,C0020621
primaerer hyperaldosteronismus,C1384514,metabolische alkalose,C0220983
cor pulmonale,C0034072,belastungsdyspnoe,C0231807
cor pulmonale,C0034072,sinustachykardie,C0039239
cor pulmonale,C0034072,schwindel,C0012833
cor pulmonale,C0034072,angina pectoris,C0002962
gastrooesophageale refluxkrankheit,C0017168,druckgefuehl,C0234222
gastrooesophageale refluxkrankheit,C0017168,meteorismus,C1291077
gastrooesophageale refluxkrankheit,C0017168,flatulenz,C0016204
gastrooesophageale refluxkrankheit,C0017168,schluckbeschwerden,C0011168
gastrooesophageale refluxkrankheit,C0017168,regurgitation,C2004489
gastrooesophageale refluxkrankheit,C0017168,uebelkeit,C0027497
gastrooesophageale refluxkrankheit,C0017168,erbrechen,C0042963
gastrooesophageale refluxkrankheit,C0017168,sodbrennen,C0018834
gastrooesophageale refluxkrankheit,C0017168,dysphagie,C0011168
gastrooesophageale refluxkrankheit,C0017168,angina pectoris,C0002962
gastrooesophageale refluxkrankheit,C0017168,schmerzen nnb,C0030193
gastrooesophageale refluxkrankheit,C0017168,sodbrennen,C0018834
gastrooesophageale refluxkrankheit,C0017168,druckgefuehl,C0234222
gastrooesophageale refluxkrankheit,C0017168,regurgitation,C2004489
psoriasis,C0033860,retinoide,C0035339
psoriasis,C0033860,daktylitis,C0239161
myelodysplastisches syndrom nicht klassifizierbar,C1268964,zytopenie,C0010828
myelodysplastisches syndrom nicht klassifizierbar,C1268964,anaemie,C0002871
myelodysplastisches syndrom nicht klassifizierbar,C1268964,infektanfaelligkeit erhoeht,C0236171
myelodysplastisches syndrom nicht klassifizierbar,C1268964,fieber,C0015967
myelodysplastisches syndrom nicht klassifizierbar,C1268964,blutungsneigung,C0019087
myelodysplastisches syndrom nicht klassifizierbar,C1268964,splenomegalie,C0038002
myelodysplastisches syndrom nicht klassifizierbar,C1268964,hepatomegalie,C0019209
myelodysplastisches syndrom nicht klassifizierbar,C1268964,lymphome ane,C0947757
myelodysplastisches syndrom nicht klassifizierbar,C1268964,monozytopenie,C0427544
myelodysplastisches syndrom nicht klassifizierbar,C1268964,bizytopenie,C1142446
myelodysplastisches syndrom nicht klassifizierbar,C1268964,panzytopenie,C0030312
myelodysplastisches syndrom nicht klassifizierbar,C1268964,retikulozytopenie,C0858867
myelodysplastisches syndrom nicht klassifizierbar,C1268964,leukozytose,C0023518
myelodysplastisches syndrom nicht klassifizierbar,C1268964,thrombozytopenie,C0040034
myelodysplastisches syndrom nicht klassifizierbar,C1268964,leukozytopenie,C0023530
myelodysplastisches syndrom nicht klassifizierbar,C1268964,makrozytose,C0085662
myelodysplastisches syndrom nicht klassifizierbar,C1268964,poikilozytose,C0221281
myelodysplastisches syndrom nicht klassifizierbar,C1268964,polychromasie,C0333942
myelodysplastisches syndrom nicht klassifizierbar,C1268964,anisozytose,C0221278
respiratorische insuffizienz,C1145670,todesangst,C0235106
respiratorische insuffizienz,C1145670,bewusstseinsstoerungen ane,C0947927
respiratorische insuffizienz,C1145670,polyglobulie,C1868945
respiratorische insuffizienz,C1145670,trommelschlegelfinger,C0009080
respiratorische insuffizienz,C1145670,schlafstoerungen,C0851578
respiratorische insuffizienz,C1145670,kopfschmerzen,C0018681
respiratorische insuffizienz,C1145670,dyspnoe,C0013404
respiratorische insuffizienz,C1145670,zyanose,C0010520
respiratorische insuffizienz,C1145670,unruhe,C3887611
respiratorische insuffizienz,C1145670,verwirrtheit,C0009676
respiratorische insuffizienz,C1145670,sinustachykardie,C0039239
linksherzinsuffizienz,C0023212,orthopnoe,C0085619
linksherzinsuffizienz,C0023212,asthma cardiale,C1956414
linksherzinsuffizienz,C0023212,lungenoedem,C0034063
linksherzinsuffizienz,C0023212,zyanose,C0010520
linksherzinsuffizienz,C0023212,dyspnoe,C0013404
linksherzinsuffizienz,C0023212,husten,C0010200
linksherzinsuffizienz,C0023212,rasselgeraeusche lunge,C0035508
linksherzinsuffizienz,C0023212,abgeschlagenheit,C0015672
linksherzinsuffizienz,C0023212,unruhe,C3887611
linksherzinsuffizienz,C0023212,oedem,C0013604
ischialgie,C0549346,paraesthesien und dysaesthesien,C0852415
wernicke - enzephalopathie,C0043121,polyneuropathie,C0152025
wernicke - enzephalopathie,C0043121,dysdiadochokinese,C0234979
wernicke - enzephalopathie,C0043121,dysphagie,C0011168
wernicke - enzephalopathie,C0043121,dysarthrie,C0013362
wernicke - enzephalopathie,C0043121,hypotonie,C0020649
morbus wilson,C0019202,anaemie,C0002871
morbus wilson,C0019202,tremor,C0040822
morbus wilson,C0019202,leberbiopsie,C0193388
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,abdominalschmerzen,C0000737
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,leukozytose,C0023518
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,schmerzen nnb,C0030193
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,schmerzen nnb,C0030193
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,schmerzen nnb,C0030193
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,schmerzen nnb,C0030193
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,schmerzen nnb,C0030193
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,schmerzen nnb,C0030193
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,erbrechen,C0042963
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,schmerzen nnb,C0030193
divertikulitis,C0012813,fieber,C0015967
divertikulitis,C0012813,obstipation,C0009806
divertikulitis,C0012813,diarrhoe,C0011991
divertikulitis,C0012813,flatulenz,C0016204
divertikulitis,C0012813,uebelkeit,C0027497
divertikulitis,C0012813,schmerzen nnb,C0030193
divertikulitis,C0012813,fieber,C0015967
morbus meniere,C0025281,drehschwindel,C0042571
morbus meniere,C0025281,schwindel,C0012833
morbus meniere,C0025281,sonstiger hoerverlust,C0494562
morbus meniere,C0025281,tinnitus,C0040264
morbus meniere,C0025281,drehschwindel,C0042571
morbus meniere,C0025281,uebelkeit,C0027497
morbus meniere,C0025281,erbrechen,C0042963
morbus meniere,C0025281,tinnitus,C0040264
non-hodgkin - lymphom,C0024305,leukozytopenie,C0023530
non-hodgkin - lymphom,C0024305,ldh,C0202113
non-hodgkin - lymphom,C0024305,"gammopathie , monoklonale",C1136085
non-hodgkin - lymphom,C0024305,splenomegalie,C0038002
non-hodgkin - lymphom,C0024305,hepatomegalie,C0019209
non-hodgkin - lymphom,C0024305,fieber,C0015967
non-hodgkin - lymphom,C0024305,unbeabsichtigter gewichtsverlust,C2363736
non-hodgkin - lymphom,C0024305,nachtschweiss,C0028081
non-hodgkin - lymphom,C0024305,anaemie,C0002871
non-hodgkin - lymphom,C0024305,abgeschlagenheit,C0015672
non-hodgkin - lymphom,C0024305,muedigkeit,C0015672
non-hodgkin - lymphom,C0024305,thrombozytopenie,C0040034
non-hodgkin - lymphom,C0024305,blutungsneigung,C0019087
non-hodgkin - lymphom,C0024305,petechien,C0031256
non-hodgkin - lymphom,C0024305,granulozytopenie,C0001824
non-hodgkin - lymphom,C0024305,hypogammaglobulinaemie,C0086438
non-hodgkin - lymphom,C0024305,infektanfaelligkeit erhoeht,C0236171
katarakt,C0086543,kapsulorhexis,C0525027
katarakt,C0086543,phakektomie,C1956311
enzephalitis,C0014038,fieber,C0015967
enzephalitis,C0014038,lichtempfindlichkeit,C0085636
enzephalitis,C0014038,opisthotonus,C0151818
enzephalitis,C0014038,bewusstseinsstoerungen ane,C0947927
enzephalitis,C0014038,kopfschmerzen,C0018681
malaria,C0024530,kopfschmerzen,C0018681
malaria,C0024530,splenomegalie,C0038002
malaria,C0024530,hepatomegalie,C0019209
malaria,C0024530,ikterus,C0022346
malaria,C0024530,uebelkeit,C0027497
malaria,C0024530,erbrechen,C0042963
malaria,C0024530,diarrhoe,C0011991
malaria,C0024530,haemolytische anaemie,C0002878
malaria,C0024530,thrombozytopenie,C0040034
malaria,C0024530,leukozytopenie,C0023530
malaria,C0024530,hypoglykaemie,C0020615
malaria,C0024530,lungenoedem,C0034063
malaria,C0024530,kreislaufschock,C0036974
malaria,C0024530,nierenversagen,C0035078
malaria,C0024530,fieber,C0015967
malaria,C0024530,schuettelfrost,C0085593
pyelonephritis,C0034186,brechreiz,C0027497
pyelonephritis,C0034186,erbrechen,C0042963
pyelonephritis,C0034186,subileus,C0919671
pyelonephritis,C0034186,kopfschmerzen,C0018681
pyelonephritis,C0034186,fieber,C0015967
pyelonephritis,C0034186,schuettelfrost,C0085593
pyelonephritis,C0034186,dysurie,C0013428
pyelonephritis,C0034186,schmerzen nnb,C0030193
pyelonephritis,C0034186,rueckenschmerzen,C0004604
pityriasis rosea,C0032026,tinea corporis,C0040252
pityriasis rosea,C0032026,ekzem,C0013595
pityriasis rosea,C0032026,syphilis,C0039128
pityriasis rosea,C0032026,psoriasis,C0033860
pityriasis rosea,C0032026,pityriasis alba,C0085657
gilbert syndrom,C0017551,haemolyse,C0019054
prostatakarzinom,C0600139,sonstige miktionsstoerungen,C0478132
prostatakarzinom,C0600139,pollakisurie,C0042023
prostatakarzinom,C0600139,dysurie,C0013428
prostatakarzinom,C0600139,nykturie,C0028734
prostatakarzinom,C0600139,inkontinenz,C0021167
prostatakarzinom,C0600139,pollakisurie,C0042023
prostatakarzinom,C0600139,nykturie,C0028734
prostatakarzinom,C0600139,dysurie,C0013428
prostatakarzinom,C0600139,haematurie,C0018965
prostatakarzinom,C0600139,haematospermie,C0149707
prostatakarzinom,C0600139,abgeschlagenheit,C0015672
prostatakarzinom,C0600139,abgeschlagenheit,C0015672
prostatakarzinom,C0600139,anaemie,C0002871
down - syndrom,C0013080,makroglossie,C0009677
down - syndrom,C0013080,klinodaktylie,C0265610
hepatitis,C0019158,druckschmerz,C0234233
hepatitis,C0019158,diarrhoe,C0011991
hepatitis,C0019158,arthralgie,C0003862
hepatitis,C0019158,exanthem,C0015230
hepatitis,C0019158,abgeschlagenheit,C0015672
hepatitis,C0019158,appetitlosigkeit,C0003123
hepatitis,C0019158,uebelkeit,C0027497
agranulozytose,C0001824,fieber,C0015967
agranulozytose,C0001824,angina tonsillaris,C0031157
agranulozytose,C0001824,stomatitis aphtosa,C0038363
benigner paroxysmaler lagerungsschwindel,C0155502,nystagmus,C0028738
benigner paroxysmaler lagerungsschwindel,C0155502,uebelkeit,C0027497
benigner paroxysmaler lagerungsschwindel,C0155502,drehschwindel,C0042571
benigner paroxysmaler lagerungsschwindel,C0155502,drehschwindel,C0042571
benigner paroxysmaler lagerungsschwindel,C0155502,nystagmus,C0028738
benigner paroxysmaler lagerungsschwindel,C0155502,uebelkeit,C0027497
benigner paroxysmaler lagerungsschwindel,C0155502,akuter drehschwindel,C1739421
benigner paroxysmaler lagerungsschwindel,C0155502,uebelkeit,C0027497
benigner paroxysmaler lagerungsschwindel,C0155502,rotierender nystagmus,C0240595
chronische lymphatische leukaemie,C0023434,fieber,C0015967
chronische lymphatische leukaemie,C0023434,unbeabsichtigter gewichtsverlust,C2363736
chronische lymphatische leukaemie,C0023434,infektanfaelligkeit erhoeht,C0236171
chronische lymphatische leukaemie,C0023434,thrombozytopenie,C0040034
chronische lymphatische leukaemie,C0023434,anaemie,C0002871
chronische lymphatische leukaemie,C0023434,granulozytopenie,C0001824
chronische lymphatische leukaemie,C0023434,mgus,C0026470
chronische lymphatische leukaemie,C0023434,leukozytose,C0023518
chronische lymphatische leukaemie,C0023434,hepatomegalie,C0019209
chronische lymphatische leukaemie,C0023434,urtikaria,C0042109
chronische lymphatische leukaemie,C0023434,purpura,C0034150
chronische lymphatische leukaemie,C0023434,lymphadenopathie,C0497156
chronische lymphatische leukaemie,C0023434,abgeschlagenheit,C0015672
chronische lymphatische leukaemie,C0023434,nachtschweiss,C0028081
chronische lymphatische leukaemie,C0023434,splenomegalie,C0038002
chronische lymphatische leukaemie,C0023434,pruritus,C0033774
chronische lymphatische leukaemie,C0023434,chronische urtikaria,C0263338
chronische lymphatische leukaemie,C0023434,herpes zoster dermatitis,C0854330
chronische lymphatische leukaemie,C0023434,mykosen,C0026946
aorteninsuffizienz,C0003504,angina pectoris,C0002962
aorteninsuffizienz,C0003504,palpitationen,C0030252
aorteninsuffizienz,C0003504,dyspnoe,C0013404
aorteninsuffizienz,C0003504,unruhe,C3887611
aorteninsuffizienz,C0003504,palpitationen,C0030252
aorteninsuffizienz,C0003504,asthmaanfall,C0038218
aorteninsuffizienz,C0003504,linksherzversagen,C0023212
migraene,C0149931,aura,C0236018
migraene,C0149931,lichtempfindlichkeit,C0085636
migraene,C0149931,uebelkeit,C0027497
migraene,C0149931,kopfschmerz unter koerperlicher belastung,C2363911
migraene,C0149931,appetitlosigkeit,C0003123
migraene,C0149931,kopfschmerzen,C0018681
migraene,C0149931,phonophobie,C0751466
migraene,C0149931,photophobie,C0085636
migraene,C0149931,erbrechen,C0042963
migraene,C0149931,uebelkeit,C0027497
migraene,C0149931,schwindel,C0012833
migraene,C0149931,aphasie,C0003537
transitorische ischaemische attacke,C0007787,sehstoerungen,C0547030
transitorische ischaemische attacke,C0007787,hoerstoerungen,C0260662
transitorische ischaemische attacke,C0007787,sprachstoerungen,C0852418
chronische myeloische leukaemie,C0023473,leukozytose,C0023518
chronische myeloische leukaemie,C0023473,splenomegalie,C0038002
chronische myeloische leukaemie,C0023473,blastenschub,C0005699
chronische myeloische leukaemie,C0023473,leukozytose,C0023518
chronische myeloische leukaemie,C0023473,splenomegalie,C0038002
chronische myeloische leukaemie,C0023473,muedigkeit,C0015672
chronische myeloische leukaemie,C0023473,abgeschlagenheit,C0015672
chronische myeloische leukaemie,C0023473,nachtschweiss,C0028081
chronische myeloische leukaemie,C0023473,harnsaeure hoch,C0920063
bronchiektase,C0006267,husten,C0010200
bronchiektase,C0006267,lungenabszess nnb,C0024110
systemischer lupus erythematodes,C0024141,fieber,C0015967
systemischer lupus erythematodes,C0024141,unbeabsichtigter gewichtsverlust,C2363736
systemischer lupus erythematodes,C0024141,lymphadenopathie,C0497156
systemischer lupus erythematodes,C0024141,myositis,C0027121
systemischer lupus erythematodes,C0024141,polyarthritis,C0162323
systemischer lupus erythematodes,C0024141,schuppen,C0221244
systemischer lupus erythematodes,C0024141,alopezie,C0002170
systemischer lupus erythematodes,C0024141,lichtempfindlichkeit,C0085636
systemischer lupus erythematodes,C0024141,myokarditis,C0027059
systemischer lupus erythematodes,C0024141,perikarditis,C0031046
systemischer lupus erythematodes,C0024141,pleuritis,C0032231
systemischer lupus erythematodes,C0024141,lupusnephritis,C0024143
systemischer lupus erythematodes,C0024141,depression,C0011570
systemischer lupus erythematodes,C0024141,autoimmunhaemolytische anaemie,C0002880
systemischer lupus erythematodes,C0024141,thrombozytopenie,C0040034
systemischer lupus erythematodes,C0024141,leukozytopenie,C0023530
systemischer lupus erythematodes,C0024141,fieber,C0015967
systemischer lupus erythematodes,C0024141,muedigkeit,C0015672
systemischer lupus erythematodes,C0024141,unbeabsichtigter gewichtsverlust,C2363736
systemischer lupus erythematodes,C0024141,arthralgie,C0003862
systemischer lupus erythematodes,C0024141,arthritis,C0003864
systemischer lupus erythematodes,C0024141,lichtempfindlichkeit,C0085636
systemischer lupus erythematodes,C0024141,maculoeses exanthem,C0221201
systemischer lupus erythematodes,C0024141,multiple teleangiektasien,C0235499
systemischer lupus erythematodes,C0024141,alopecia effluvium,C0852968
systemischer lupus erythematodes,C0024141,alopezie,C0002170
systemischer lupus erythematodes,C0024141,psychosen,C0033975
systemischer lupus erythematodes,C0024141,kopfschmerzen,C0018681
systemischer lupus erythematodes,C0024141,pleuritis,C0032231
systemischer lupus erythematodes,C0024141,perikarditis,C0031046
systemischer lupus erythematodes,C0024141,proteinurie,C0033687
systemischer lupus erythematodes,C0024141,lupusnephritis,C0024143
systemischer lupus erythematodes,C0024141,uebelkeit,C0027497
systemischer lupus erythematodes,C0024141,diarrhoe,C0011991
systemischer lupus erythematodes,C0024141,cheilitis,C0007971
systemischer lupus erythematodes,C0024141,oesophagitis,C0014868
systemischer lupus erythematodes,C0024141,hepatitis,C0019158
systemischer lupus erythematodes,C0024141,konjunktivitis,C0009763
thyreotoxische krise,C0040127,sinustachykardie,C0039239
thyreotoxische krise,C0040127,hyperthermie,C0015967
thyreotoxische krise,C0040127,flush,C0016382
thyreotoxische krise,C0040127,nausea,C0027497
thyreotoxische krise,C0040127,erbrechen,C0042963
thyreotoxische krise,C0040127,diarrhoe,C0011991
thyreotoxische krise,C0040127,tremor,C0040822
thyreotoxische krise,C0040127,bulbaerparalyse,C4082299
thyreotoxische krise,C0040127,exsikkose,C0011175
hirnoedem,C1527311,kopfschmerzen,C0018681
hirnoedem,C1527311,uebelkeit,C0027497
hirnoedem,C1527311,schwindel,C0012833
haemorrhoiden,C0019112,analabszess,C0281778
haemorrhoiden,C0019112,anaemie,C0002871
haemorrhoiden,C0019112,analfissur,C0016167
haemorrhoiden,C0019112,marisken,C2363872
haemorrhoiden,C0019112,pruritus ani,C0033775
haemorrhoiden,C0019112,rektumprolaps,C0034888
haemorrhoiden,C0019112,kolorektales karzinom,C0009402
ulcus ventriculi,C0038358,meteorismus,C1291077
ulcus ventriculi,C0038358,uebelkeit,C0027497
ulcus ventriculi,C0038358,appetitlosigkeit,C0003123
ulcus ventriculi,C0038358,unbeabsichtigter gewichtsverlust,C2363736
alpha - 1 proteinase - inhibitormangel,C0221757,husten,C0010200
alpha - 1 proteinase - inhibitormangel,C0221757,dyspnoe,C0013404
alpha - 1 proteinase - inhibitormangel,C0221757,atemwegsobstruktion nnb,C0001883
alpha - 1 proteinase - inhibitormangel,C0221757,lungenemphysem,C0034067
alpha - 1 proteinase - inhibitormangel,C0221757,cholestatischer ikterus,C0022354
alpha - 1 proteinase - inhibitormangel,C0221757,leberenzyme anomal,C0438237
alpha - 1 proteinase - inhibitormangel,C0221757,hepatomegalie,C0019209
cushing - syndrom,C0010481,vollmondgesicht,C0332601
cushing - syndrom,C0010481,stammfettsucht,C0311277
cushing - syndrom,C0010481,myasthenie,C0947912
cushing - syndrom,C0010481,hypertonie,C0020538
cushing - syndrom,C0010481,hypokaliaemie,C0020621
cushing - syndrom,C0010481,hypernatriaemie,C0020488
cushing - syndrom,C0010481,hypervolaemie,C0546817
cushing - syndrom,C0010481,hirsutismus,C0019572
cushing - syndrom,C0010481,osteoporose,C0029456
cushing - syndrom,C0010481,hypertonie,C0020538
cushing - syndrom,C0010481,hypokaliaemie,C0020621
cushing - syndrom,C0010481,hypernatriaemie,C0020488
ovarialkarzinom,C0029925,sonstige miktionsstoerungen,C0478132
ovarialkarzinom,C0029925,meteorismus,C1291077
ovarialkarzinom,C0029925,voellegefuehl,C3714614
ovarialkarzinom,C0029925,aszites,C0003962
ovarialkarzinom,C0029925,dysmenorrhoe,C0013390
ovarialkarzinom,C0029925,unbeabsichtigter gewichtsverlust,C2363736
ovarialkarzinom,C0029925,abgeschlagenheit,C0015672
ovarialkarzinom,C0029925,sonstige stuhlveraenderungen,C0478120
ovarialkarzinom,C0029925,sonstige miktionsstoerungen,C0478132
ovarialkarzinom,C0029925,flatulenz / meteorismus / aufstossen,C0016205
ovarialkarzinom,C0029925,voellegefuehl,C3714614
ovarialkarzinom,C0029925,aszites,C0003962
ovarialkarzinom,C0029925,dysmenorrhoe,C0013390
ovarialkarzinom,C0029925,unbeabsichtigter gewichtsverlust,C2363736
ovarialkarzinom,C0029925,abgeschlagenheit,C0015672
ovarialkarzinom,C0029925,kachexie,C0006625
aplastische anaemie,C0002874,panzytopenie,C0030312
aplastische anaemie,C0002874,neutropenie,C0027947
aplastische anaemie,C0002874,blaesse,C0030232
aplastische anaemie,C0002874,dyspnoe,C0013404
aplastische anaemie,C0002874,nasenbluten,C0014591
aplastische anaemie,C0002874,thrombozytopenie,C0040034
aplastische anaemie,C0002874,anaemie,C0002871
aplastische anaemie,C0002874,ulzerationen ane,C2609241
aplastische anaemie,C0002874,gingivitis,C0017574
aplastische anaemie,C0002874,pneumonie,C0032285
aplastische anaemie,C0002874,sepsis,C0243026
aplastische anaemie,C0002874,haematom,C0018944
aplastische anaemie,C0002874,granulozytopenie,C0001824
aplastische anaemie,C0002874,petechien,C0031256
aplastische anaemie,C0002874,menstruation verlaengert,C0425945
aplastische anaemie,C0002874,anaemie,C0002871
aplastische anaemie,C0002874,mundulzera,C0149745
aplastische anaemie,C0002874,gingivitis,C0017574
aplastische anaemie,C0002874,tonsillitis,C0040425
aplastische anaemie,C0002874,pneumonie,C0032285
aplastische anaemie,C0002874,phlegmone,C0007642
aplastische anaemie,C0002874,leukoplakie,C0023531
aplastische anaemie,C0002874,leberzirrhose,C0023890
aplastische anaemie,C0002874,lungenfibrose,C0034069
gonorrhoe,C0018081,urethritis,C0041976
gonorrhoe,C0018081,zervizitis,C0007860
gonorrhoe,C0018081,bartholinitis,C0004769
gonorrhoe,C0018081,pruritus,C0033774
gonorrhoe,C0018081,proktitis,C0033246
gonorrhoe,C0018081,vaskulitis,C0042384
gonorrhoe,C0018081,arthritis,C0003864
av knoten - reentry - tachykardie,C0039232,hypotonie,C0020649
av knoten - reentry - tachykardie,C0039232,schwindel,C0012833
av knoten - reentry - tachykardie,C0039232,sinustachykardie,C0039239
av knoten - reentry - tachykardie,C0039232,sinustachykardie,C0039239
